Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FourWayAcc	Best
125	32	0.500667	0.504333	0.869	0
125	33	0.501333	0.505667	0.877667	0
125	34	0.501667	0.509667	0.890667	0
125	35	0.501	0.509333	0.889667	0
125	36	0.502	0.507333	0.886333	0
125	37	0.501	0.506	0.881	0
125	38	0.500667	0.507	0.884	0
125	39	0.500667	0.506333	0.882667	0
125	40	0.501	0.503333	0.866333	0
125	41	0.501667	0.508	0.888	0
125	42	0.500667	0.509	0.888333	0
126	1	0.5	0.502	0.818	0
126	2	0.5	0.510333	0.860667	0
126	3	0.500667	0.503	0.847333	0
126	4	0.500667	0.505667	0.858	0
126	5	0.500333	0.506	0.857667	0
126	6	0.500333	0.503667	0.849	0
126	7	0.500333	0.503	0.845667	0
126	8	0.500333	0.507667	0.863667	0
126	9	0.501333	0.503333	0.849	0
126	10	0.501667	0.509	0.873667	0
126	11	0.500333	0.505667	0.855333	0
126	12	0.500667	0.504333	0.851333	0
126	13	0.501667	0.506333	0.861333	0
126	14	0.500333	0.512333	0.876667	0
126	15	0.501667	0.508667	0.872333	0
126	16	0.501	0.507667	0.867333	0
126	17	0.501	0.504333	0.854	0
126	18	0.500667	0.506667	0.863	0
126	19	0.500333	0.514	0.880333	0
126	20	0.501	0.510333	0.877	0
126	21	0.501333	0.506	0.859	0
126	22	0.500333	0.509333	0.871	0
126	23	0.500333	0.505333	0.855	0
126	24	0.502	0.508	0.870333	0
126	25	0.500333	0.506667	0.862	0
126	26	0.502333	0.507667	0.869333	0
126	27	0.501	0.503333	0.848667	0
126	28	0.501	0.504	0.850667	0
126	29	0.501333	0.507667	0.868333	0
126	30	0.500667	0.502	0.818667	0
126	31	0.501333	0.51	0.876667	0
126	32	0.501333	0.506333	0.86	0
126	33	0.501	0.510667	0.877333	0
126	34	0.501333	0.503667	0.85	0
126	35	0.501333	0.509	0.872333	0
126	36	0.500667	0.505333	0.857	0
126	37	0.500333	0.51	0.875	0
126	38	0.501333	0.510667	0.878	0
126	39	0.500667	0.504667	0.854667	0
126	40	0.501667	0.511	0.879	0
126	41	0.500333	0.502667	0.845	0
126	42	0.500667	0.508	0.869333	0
126	43	0.501	0.511	0.878	0
126	44	0.500667	0.506333	0.859667	0
126	45	0.501	0.514	0.882667	0
126	46	0.501333	0.508667	0.872	0
126	47	0.500333	0.509	0.870667	0
126	48	0.501	0.508	0.869667	0
126	49	0.500333	0.507333	0.863	0
126	50	0.500667	0.509667	0.876	0
126	51	0.500333	0.508333	0.869333	0
126	52	0.500667	0.511333	0.879667	0
126	53	0.500333	0.509667	0.873	0
126	54	0.500667	0.509333	0.874	0
126	55	0.501333	0.513667	0.881333	0
126	56	0.501333	0.508333	0.871667	0
126	57	0.500667	0.504	0.850333	0
126	58	0.501	0.506	0.858667	0
126	59	0.500667	0.507333	0.867	0
126	60	0.500333	0.510667	0.875333	0
126	61	0.500333	0.504667	0.854	0
126	62	0.501333	0.507	0.865333	0
126	63	0.501	0.508333	0.871	0
126	64	0.502	0.507667	0.868667	0
126	65	0.501667	0.505	0.856	0
126	66	0.501333	0.510333	0.877667	0
126	67	0.500333	0.508667	0.869667	0
126	68	0.500667	0.508667	0.87	0
126	69	0.501	0.513667	0.880667	0
126	70	0.501667	0.510333	0.878333	1
127	1	0.5	0.527333	0.843667	0
127	2	0.500667	0.502	0.827333	0
127	3	0.500333	0.502	0.827	0
127	4	0.501667	0.505	0.842	0
127	5	0.500667	0.510667	0.845333	0
127	6	0.500333	0.506333	0.841333	0
127	7	0.500667	0.503667	0.838333	0
127	8	0.501667	0.504667	0.841333	0
127	9	0.502333	0.516667	0.858	0
127	10	0.500333	0.502333	0.827333	0
127	11	0.500667	0.505667	0.842	0
127	12	0.501333	0.529667	0.868667	0
127	13	0.501333	0.506	0.843	0
127	14	0.501667	0.512333	0.854333	0
127	15	0.500333	0.504667	0.839333	0
127	16	0.501	0.529333	0.866333	0
127	17	0.501667	0.529333	0.868333	0
127	18	0.501667	0.506667	0.844	0
127	19	0.502	0.505667	0.843333	0
127	20	0.500667	0.504	0.838667	0
127	21	0.500667	0.506	0.842333	0
127	22	0.500667	0.529333	0.864667	0
127	23	0.500333	0.506	0.841	0
127	24	0.500667	0.519667	0.858333	0
127	25	0.500333	0.529667	0.863667	0
127	26	0.501	0.505	0.841333	0
127	27	0.500333	0.503333	0.836	0
127	28	0.501333	0.529333	0.867333	0
127	29	0.501	0.530667	0.868667	0
127	30	0.500333	0.519667	0.858	0
127	31	0.500667	0.504667	0.84	0
127	32	0.500333	0.522	0.863	0
127	33	0.500667	0.511333	0.846333	0
127	34	0.503	0.508	0.845667	0
127	35	0.502	0.512333	0.854667	0
127	36	0.500667	0.520667	0.86	0
127	37	0.501	0.509	0.845	0
127	38	0.501	0.51	0.846	0
127	39	0.500333	0.509333	0.843667	0
127	40	0.501	0.502333	0.830333	0
127	41	0.500333	0.511667	0.849667	0
127	42	0.501333	0.510667	0.849333	0
127	43	0.501333	0.509333	0.845667	0
127	44	0.501	0.506	0.842667	0
127	45	0.501667	0.529667	0.869333	0
127	46	0.501333	0.513	0.855667	0
127	47	0.501333	0.506333	0.843333	0
127	48	0.501333	0.520667	0.860667	0
127	49	0.501	0.530333	0.867667	0
127	50	0.502667	0.517333	0.859	0
127	51	0.502	0.516667	0.857667	0
127	52	0.501333	0.502333	0.830667	0
127	53	0.500667	0.530333	0.866667	0
127	54	0.500667	0.529667	0.865	0
127	55	0.500667	0.503333	0.836667	0
127	56	0.501333	0.504667	0.841	0
127	57	0.501333	0.528667	0.866	0
127	58	0.500667	0.502667	0.830667	0
127	59	0.500667	0.521333	0.860333	0
127	60	0.502333	0.516	0.857	0
127	61	0.500667	0.502333	0.83	0
127	62	0.500333	0.511	0.845	0
127	63	0.501	0.503	0.831333	0
127	64	0.502333	0.505667	0.844333	0
127	65	0.501333	0.523667	0.864333	0
127	66	0.502	0.523333	0.864333	0
127	67	0.500333	0.52	0.859333	0
127	68	0.500667	0.531	0.868333	0
127	69	0.501	0.506667	0.843667	0
127	70	0.500667	0.511667	0.851667	0
127	71	0.502333	0.515	0.856667	0
127	72	0.502667	0.506667	0.844667	0
127	73	0.502	0.529333	0.869	0
127	74	0.500333	0.53	0.865	0
127	75	0.501333	0.522	0.863333	0
127	76	0.502667	0.517	0.858667	0
127	77	0.501667	0.517667	0.856667	0
127	78	0.501	0.505667	0.842333	0
127	79	0.500333	0.519333	0.856	0
127	80	0.500667	0.519333	0.857333	0
127	81	0.500667	0.519	0.857	0
127	82	0.500667	0.521667	0.862333	0
127	83	0.500667	0.512	0.852333	0
127	84	0.500333	0.512333	0.853667	0
127	85	0.501	0.520667	0.860333	0
127	86	0.502	0.529667	0.869667	0
127	87	0.501667	0.513	0.856	1
127	88	0.501	0.513667	0.856333	0
127	89	0.501	0.53	0.867	0
127	90	0.502	0.516333	0.856667	0
127	91	0.500667	0.513	0.855333	0
127	92	0.501333	0.504	0.839333	0
127	93	0.501333	0.504333	0.84	0
127	94	0.501	0.529	0.865333	0
127	95	0.500667	0.528667	0.864333	0
127	96	0.501333	0.521	0.861333	0
127	97	0.502333	0.508667	0.846333	0
127	98	0.501	0.510667	0.847667	0
127	99	0.501	0.524	0.863667	0
127	100	0.500667	0.509	0.843333	0
127	101	0.501667	0.512	0.854	0
127	102	0.501	0.520333	0.859667	0
127	103	0.501667	0.508667	0.845	0
127	104	0.501333	0.509667	0.846	0
127	105	0.501333	0.509	0.845333	0
127	106	0.501	0.521	0.860667	0
127	107	0.501333	0.529	0.866667	0
127	108	0.501667	0.508333	0.844333	0
127	109	0.502	0.508667	0.845333	0
127	110	0.501667	0.509	0.845667	0
127	111	0.501667	0.523	0.864	0
127	112	0.500667	0.530667	0.867667	0
127	113	0.503	0.516333	0.857667	0
127	114	0.501	0.521333	0.862	0
127	115	0.502333	0.530667	0.87	0
127	116	0.500667	0.53	0.866333	0
127	117	0.502667	0.518	0.859667	0
127	118	0.501	0.511	0.852	0
128	1	0.5	0.515333	0.871333	0
128	2	0.501	0.513667	0.882333	0
128	3	0.501	0.501667	0.852667	0
128	4	0.5	0.514667	0.87	0
128	5	0.500333	0.507	0.871333	0
128	6	0.501667	0.513667	0.884333	0
128	7	0.500667	0.502667	0.860333	0
128	8	0.500667	0.502	0.853333	0
128	9	0.500667	0.501333	0.852	0
128	10	0.501333	0.509333	0.881333	0
128	11	0.500333	0.515667	0.884333	0
128	12	0.500333	0.505333	0.868667	0
128	13	0.501667	0.513333	0.882333	0
128	14	0.500333	0.508667	0.877	0
128	15	0.500333	0.507333	0.874667	0
128	16	0.501667	0.504667	0.869	0
128	17	0.500667	0.505667	0.869667	0
128	18	0.500667	0.507333	0.875667	0
128	19	0.500333	0.504667	0.866333	0
128	20	0.501	0.514	0.884	0
128	21	0.501	0.507	0.875667	0
128	22	0.501	0.504333	0.868333	0
128	23	0.500667	0.503	0.862	0
128	24	0.501667	0.515333	0.889	0
128	25	0.500333	0.515333	0.883667	0
128	26	0.500667	0.502333	0.859	0
128	27	0.500333	0.505667	0.869	0
128	28	0.5	0.507	0.868667	0
128	29	0.501333	0.505	0.870667	0
128	30	0.501667	0.507333	0.876333	0
128	31	0.500667	0.510333	0.879667	0
128	32	0.501667	0.514333	0.886	0
128	33	0.501333	0.503667	0.865	0
128	34	0.500333	0.508	0.876333	0
128	35	0.501	0.503333	0.863	0
128	36	0.501667	0.515	0.887667	0
128	37	0.501	0.505333	0.870333	0
128	38	0.500333	0.516667	0.888	0
128	39	0.500667	0.503667	0.864333	0
128	40	0.500333	0.502667	0.854333	0
128	41	0.500667	0.507667	0.876667	0
128	42	0.500333	0.503667	0.861333	0
128	43	0.501667	0.514	0.885667	0
128	44	0.500667	0.517333	0.89	0
128	45	0.501333	0.513667	0.883333	0
128	46	0.500333	0.504	0.866	0
128	47	0.501	0.506667	0.872	0
128	48	0.501667	0.515667	0.89	0
128	49	0.501333	0.514333	0.885	0
128	50	0.501	0.509	0.880667	0
128	51	0.500333	0.508333	0.876667	0
128	52	0.501333	0.514667	0.887333	0
128	53	0.500333	0.517333	0.889	0
128	54	0.500667	0.516667	0.889667	0
128	55	0.500667	0.516	0.888	0
128	56	0.500667	0.506333	0.871	0
128	57	0.501	0.506333	0.871333	0
128	58	0.500667	0.506667	0.871333	0
128	59	0.500667	0.514	0.882667	0
128	60	0.500333	0.510333	0.879333	0
128	61	0.500667	0.51	0.879333	0
128	62	0.502333	0.516333	0.890667	0
128	63	0.500333	0.516	0.887333	0
128	64	0.501	0.515667	0.887667	0
128	65	0.500333	0.501667	0.851667	0
128	66	0.500333	0.503333	0.856667	0
128	67	0.501333	0.503333	0.864333	0
128	68	0.501667	0.509333	0.881667	1
128	69	0.500667	0.505333	0.869333	0
128	70	0.500333	0.517667	0.889333	0
128	71	0.500667	0.515	0.887333	0
128	72	0.500667	0.508	0.878	0
128	73	0.501333	0.509	0.881	0
128	74	0.500667	0.506	0.870333	0
128	75	0.500667	0.513667	0.881	0
128	76	0.502333	0.516	0.890333	0
128	77	0.500667	0.504333	0.867667	0
128	78	0.501	0.505	0.869	0
128	79	0.500333	0.51	0.878	0
128	80	0.501	0.503667	0.864667	0
128	81	0.501333	0.515333	0.888667	0
128	82	0.501333	0.515667	0.889333	0
128	83	0.501	0.516333	0.889667	0
128	84	0.500667	0.516333	0.889	0
128	85	0.500667	0.514667	0.886	0
128	86	0.501333	0.508667	0.880333	0
129	1	0.5	0.509667	0.893667	0
129	2	0.5	0.508	0.888667	0
129	3	0.5	0.513667	0.908	0
129	4	0.500333	0.501667	0.877333	0
129	5	0.500667	0.503	0.886667	0
129	6	0.500333	0.509	0.903333	0
129	7	0.500333	0.504	0.888	0
129	8	0.501333	0.502667	0.886333	0
129	9	0.500667	0.507667	0.899	0
129	10	0.500333	0.508	0.896333	0
129	11	0.5	0.512333	0.906333	0
129	12	0.500333	0.503667	0.887	0
129	13	0.500333	0.504333	0.888667	0
129	14	0.500667	0.513667	0.911	0
129	15	0.500333	0.505333	0.893333	0
129	16	0.501	0.502333	0.878333	0
129	17	0.500667	0.512	0.908	0
129	18	0.500667	0.504	0.890667	0
129	19	0.501333	0.514333	0.913667	0
129	20	0.500333	0.505	0.892667	0
129	21	0.500667	0.502667	0.878333	0
129	22	0.500333	0.51	0.904667	0
129	23	0.500667	0.510333	0.906	0
129	24	0.500667	0.514333	0.912667	0
129	25	0.500333	0.503333	0.885333	0
129	26	0.500333	0.504667	0.892333	0
129	27	0.501	0.502667	0.885667	0
129	28	0.500333	0.508667	0.903	0
129	29	0.500333	0.510667	0.905	0
129	30	0.502	0.514667	0.914	0
129	31	0.500667	0.503333	0.888333	0
129	32	0.501	0.514333	0.913	0
129	33	0.501333	0.504667	0.894	0
129	34	0.500333	0.513333	0.910333	0
129	35	0.500667	0.509667	0.904667	0
129	36	0.501	0.504	0.891	0
129	37	0.500667	0.511667	0.907667	0
129	38	0.501333	0.510333	0.907	0
129	39	0.500333	0.503	0.877667	0
129	40	0.500333	0.512667	0.907	0
129	41	0.501	0.504667	0.893667	0
129	42	0.501333	0.509667	0.905667	0
129	43	0.500667	0.51	0.905333	0
129	44	0.500667	0.512667	0.909667	0
129	45	0.500667	0.505	0.893333	0
129	46	0.500333	0.511667	0.906333	0
129	47	0.500667	0.508333	0.901	0
129	48	0.500667	0.503667	0.888667	0
129	49	0.502	0.514	0.912	0
129	50	0.500667	0.505667	0.895333	0
129	51	0.500333	0.507667	0.895667	0
129	52	0.501333	0.516	0.914667	0
129	53	0.500667	0.510667	0.906667	0
129	54	0.500333	0.513	0.908333	0
129	55	0.501	0.508333	0.902	0
129	56	0.501333	0.506667	0.896333	0
129	57	0.500667	0.508	0.899333	0
129	58	0.501	0.507667	0.899667	0
129	59	0.500667	0.509333	0.904333	0
129	60	0.500667	0.508667	0.903333	0
129	61	0.501	0.509333	0.904667	0
129	62	0.500667	0.505333	0.894667	0
129	63	0.501333	0.503667	0.889	0
129	64	0.501	0.507	0.899	0
129	65	0.501	0.511333	0.908667	1
129	66	0.501	0.514667	0.913333	0
129	67	0.500667	0.514	0.911667	0
129	68	0.500667	0.507333	0.898333	0
129	69	0.501667	0.515333	0.914	0
129	70	0.501333	0.505	0.894333	0
129	71	0.501667	0.506667	0.898	0
129	72	0.500667	0.506	0.895667	0
130	1	0.5	0.503333	0.912333	0
130	2	0.5	0.506333	0.915333	0
130	3	0.500333	0.506	0.919667	0
130	4	0.500333	0.502667	0.911667	0
130	5	0.5	0.505333	0.915	0
130	6	0.501	0.502333	0.912667	0
130	7	0.500333	0.505333	0.919	0
130	8	0.500667	0.504	0.919	0
130	9	0.500333	0.503	0.912333	0
130	10	0.500333	0.501667	0.908	0
130	11	0.500333	0.505	0.918333	0
130	12	0.501	0.503667	0.919333	0
130	13	0.500667	0.501667	0.908667	0
130	14	0.500667	0.503333	0.917333	0
130	15	0.500333	0.502333	0.911	0
130	16	0.500333	0.502	0.908333	0
130	17	0.500667	0.506333	0.921	0
130	18	0.500667	0.503	0.912667	0
130	19	0.500333	0.507333	0.921	0
130	20	0.501	0.508	0.924	0
130	21	0.501333	0.503667	0.919667	0
130	22	0.500333	0.501333	0.906333	0
130	23	0.501	0.507	0.923	0
130	24	0.501	0.507667	0.923667	0
130	25	0.500333	0.503667	0.915667	0
130	26	0.500667	0.502	0.911667	0
130	27	0.500667	0.501333	0.907	0
130	28	0.501	0.504	0.919667	0
130	29	0.501333	0.502667	0.913	0
130	30	0.501	0.503	0.914667	0
130	31	0.501	0.505	0.920333	0
130	32	0.500667	0.503667	0.918667	0
130	33	0.500667	0.505667	0.920667	0
130	34	0.500667	0.508667	0.923333	0
130	35	0.500667	0.507333	0.923	0
130	36	0.500333	0.504667	0.918	0
130	37	0.501333	0.504333	0.920333	1
130	38	0.500667	0.507	0.921333	0
130	39	0.500333	0.503333	0.915333	0
130	40	0.500667	0.504333	0.919667	0
130	41	0.500333	0.504	0.917667	0
131	1	0.500333	0.501667	0.879	0
131	2	0.500333	0.504667	0.906333	0
131	3	0.500667	0.502333	0.883	0
131	4	0.500667	0.503667	0.906	0
131	5	0.500333	0.503	0.902667	0
131	6	0.501	0.505333	0.912	0
131	7	0.500667	0.505333	0.911667	0
131	8	0.501	0.506	0.913	0
131	9	0.500333	0.511667	0.916667	0
131	10	0.501	0.512	0.918333	0
131	11	0.501333	0.509667	0.917333	0
131	12	0.501	0.506333	0.913667	0
131	13	0.501	0.507667	0.915667	0
131	14	0.502	0.507	0.916	1
131	15	0.501667	0.507667	0.916333	0
131	16	0.500667	0.511333	0.917333	0
131	17	0.501	0.502	0.882667	0
131	18	0.500333	0.505	0.908667	0
131	19	0.501667	0.509333	0.917667	0
131	20	0.500667	0.506333	0.912667	0
131	21	0.501333	0.51	0.918	0
131	22	0.500333	0.502	0.879333	0
131	23	0.501	0.505667	0.912667	0
131	24	0.500667	0.512667	0.918	0
131	25	0.501	0.504667	0.907333	0
131	26	0.500667	0.507333	0.915333	0
131	27	0.501	0.503333	0.905	0
131	28	0.500333	0.511333	0.916333	0
131	29	0.500333	0.511	0.916	0
131	30	0.502333	0.508333	0.917667	0
131	31	0.500667	0.512333	0.917667	0
131	32	0.501	0.507	0.914667	0
131	33	0.500667	0.508333	0.916333	0
131	34	0.501	0.512333	0.918667	0
131	35	0.500667	0.503333	0.904667	0
131	36	0.500333	0.505333	0.911333	0
131	37	0.500667	0.502667	0.902333	0
131	38	0.500667	0.511	0.917	0
131	39	0.500667	0.505	0.910667	0
131	40	0.500667	0.507	0.913667	0
131	41	0.500333	0.507667	0.914667	0
131	42	0.501333	0.508	0.916667	0
131	43	0.501	0.51	0.917333	0
131	44	0.501	0.509667	0.917	0
131	45	0.501	0.510667	0.917667	0
131	46	0.500333	0.506333	0.912	0
131	47	0.500667	0.508	0.916	0
131	48	0.501333	0.511667	0.918667	0
131	49	0.501333	0.508667	0.917	0
131	50	0.501	0.502667	0.902667	0
131	51	0.501333	0.506333	0.914	0
131	52	0.502	0.508667	0.917333	0
131	53	0.500333	0.507	0.913	0
132	1	0.5	0.510333	0.896333	0
132	2	0.500333	0.503667	0.885	0
132	3	0.500333	0.505	0.891	0
132	4	0.500667	0.510667	0.908667	0
132	5	0.500667	0.503	0.884	0
132	6	0.500667	0.511667	0.909333	0
132	7	0.501	0.503333	0.886	0
132	8	0.500333	0.507333	0.901333	0
132	9	0.500333	0.504667	0.889667	0
132	10	0.500667	0.506667	0.900667	0
132	11	0.500333	0.511	0.908667	0
132	12	0.500667	0.506	0.899333	0
132	13	0.501667	0.507	0.904333	0
132	14	0.500333	0.508	0.904667	0
132	15	0.500667	0.505333	0.891667	0
132	16	0.501	0.505333	0.892333	0
132	17	0.500333	0.504333	0.889	0
132	18	0.500667	0.505	0.891333	0
132	19	0.501333	0.51	0.909	0
132	20	0.501333	0.508333	0.907	0
132	21	0.501667	0.505333	0.892667	0
132	22	0.501333	0.503333	0.886333	0
132	23	0.501333	0.509333	0.908	0
132	24	0.500667	0.509333	0.907667	0
132	25	0.500667	0.504667	0.890333	0
132	26	0.500333	0.504	0.885333	0
132	27	0.500333	0.507667	0.903667	0
132	28	0.500667	0.507333	0.905667	1
132	29	0.500333	0.508667	0.906	0
132	30	0.501667	0.510333	0.909333	0
132	31	0.501333	0.508667	0.907333	0
132	32	0.501667	0.505	0.892	0
132	33	0.500667	0.505667	0.892	0
132	34	0.501	0.505667	0.896	0
132	35	0.501	0.508667	0.906333	0
132	36	0.500333	0.506333	0.9	0
132	37	0.500333	0.509	0.907	0
132	38	0.501	0.504333	0.889333	0
132	39	0.500333	0.506	0.897333	0
132	40	0.500667	0.507	0.903	0
132	41	0.501	0.511	0.909	0
132	42	0.500333	0.511333	0.909	0
132	43	0.501333	0.508	0.906333	0
132	44	0.501	0.503	0.885333	0
132	45	0.501333	0.509667	0.908333	0
132	46	0.501333	0.506667	0.903	0
132	47	0.501	0.510333	0.908667	0
132	48	0.501333	0.504	0.887333	0
133	1	0.5	0.506667	0.879333	0
133	2	0.5	0.502667	0.858667	0
133	3	0.5	0.504	0.875	0
133	4	0.500333	0.512333	0.895333	0
133	5	0.501	0.502667	0.873333	0
133	6	0.5	0.506	0.878333	0
133	7	0.500333	0.504	0.879667	0
133	8	0.500333	0.502	0.869333	0
133	9	0.501	0.509	0.893667	0
133	10	0.500667	0.508333	0.890333	0
133	11	0.500667	0.501667	0.869667	0
133	12	0.501	0.510667	0.895333	0
133	13	0.501	0.507333	0.89	0
133	14	0.501333	0.511333	0.897333	0
133	15	0.500667	0.511333	0.895333	0
133	16	0.501333	0.51	0.894667	0
133	17	0.501	0.511667	0.896667	0
133	18	0.500667	0.502	0.870667	0
133	19	0.501667	0.505333	0.885667	0
133	20	0.502	0.510667	0.896	0
133	21	0.501	0.501333	0.867667	0
133	22	0.501333	0.511667	0.897667	0
133	23	0.501	0.511333	0.896333	0
133	24	0.500667	0.503	0.875333	0
133	25	0.501333	0.507	0.89	0
133	26	0.500333	0.509	0.891667	0
133	27	0.501	0.512333	0.897667	0
133	28	0.501	0.505333	0.884667	0
133	29	0.501	0.51	0.894333	0
133	30	0.501333	0.505667	0.885333	0
133	31	0.500333	0.503333	0.874667	0
133	32	0.501	0.508333	0.891333	0
133	33	0.501	0.510333	0.894667	0
133	34	0.501	0.502	0.871	0
133	35	0.500667	0.512333	0.896333	0
133	36	0.500667	0.505	0.883667	0
133	37	0.500667	0.509333	0.893333	0
133	38	0.500667	0.507667	0.889333	0
133	39	0.500667	0.507333	0.889	0
133	40	0.500333	0.502667	0.869667	0
133	41	0.501667	0.505	0.885	0
133	42	0.501667	0.510667	0.895667	0
133	43	0.500333	0.504667	0.880333	0
133	44	0.500667	0.513667	0.898333	0
133	45	0.500333	0.503	0.874	0
133	46	0.500667	0.504333	0.881667	0
133	47	0.502	0.512333	0.899	0
133	48	0.501	0.512	0.897333	0
133	49	0.501	0.504667	0.883667	0
133	50	0.500667	0.504667	0.882	0
133	51	0.500667	0.509667	0.893667	0
133	52	0.501333	0.509	0.894333	1
133	53	0.501333	0.510333	0.895	0
133	54	0.500333	0.506667	0.888	0
133	55	0.500667	0.513	0.897	0
133	56	0.501667	0.503	0.876333	0
133	57	0.500667	0.511	0.894333	0
133	58	0.501667	0.510333	0.895333	0
133	59	0.501	0.508	0.891	0
133	60	0.500667	0.503333	0.878333	0
133	61	0.500333	0.511667	0.895	0
133	62	0.501	0.501667	0.870333	0
133	63	0.501	0.513	0.898	0
133	64	0.500667	0.513333	0.898	0
133	65	0.500333	0.506	0.887333	0
133	66	0.501333	0.505	0.884	0
133	67	0.501667	0.512333	0.898667	0
133	68	0.501	0.504333	0.883	0
133	69	0.500333	0.51	0.892	0
133	70	0.501333	0.512	0.898333	0
133	71	0.500333	0.507	0.888333	0
134	1	0.500667	0.501667	0.909667	0
134	2	0.500667	0.504333	0.927	0
134	3	0.500667	0.506	0.932	0
134	4	0.500333	0.506	0.930667	0
134	5	0.501	0.506	0.932667	0
134	6	0.501	0.504333	0.927333	0
134	7	0.500667	0.503333	0.923	0
134	8	0.500333	0.502	0.909333	0
134	9	0.501	0.505	0.931333	0
134	10	0.500333	0.503333	0.921667	0
134	11	0.500333	0.504	0.926333	0
134	12	0.501333	0.505333	0.932333	0
134	13	0.500333	0.505667	0.930333	0
134	14	0.500667	0.505667	0.931333	0
134	15	0.500333	0.503667	0.923	0
134	16	0.501	0.502333	0.916333	0
134	17	0.501667	0.503	0.920333	0
134	18	0.501	0.504667	0.930333	0
134	19	0.500667	0.503667	0.925333	0
134	20	0.501	0.505667	0.931667	0
134	21	0.501333	0.505	0.931667	1
135	1	0.5	0.513333	0.906667	0
135	2	0.5	0.512667	0.905	0
135	3	0.500667	0.505	0.903667	0
135	4	0.500333	0.502	0.887667	0
135	5	0.500667	0.506	0.906333	0
135	6	0.501	0.512	0.915667	0
135	7	0.500333	0.507	0.906333	0
135	8	0.5	0.513	0.906	0
135	9	0.501	0.502	0.891667	0
135	10	0.501	0.502333	0.892333	0
135	11	0.500333	0.511333	0.914333	0
135	12	0.501333	0.505667	0.906	0
135	13	0.500667	0.503	0.896333	0
135	14	0.500333	0.504667	0.901667	0
135	15	0.500667	0.506333	0.906667	0
135	16	0.500333	0.505	0.903333	0
135	17	0.500333	0.509667	0.909667	0
135	18	0.500667	0.511	0.913667	0
135	19	0.501	0.506667	0.907	0
135	20	0.500667	0.51	0.911333	0
135	21	0.501667	0.507667	0.909	0
135	22	0.500333	0.504333	0.897333	0
135	23	0.501	0.508333	0.909333	0
135	24	0.500667	0.512333	0.916	0
135	25	0.500333	0.502667	0.89	0
135	26	0.501667	0.504	0.899	0
135	27	0.500667	0.503667	0.897667	0
135	28	0.500333	0.503667	0.896333	0
135	29	0.501333	0.51	0.911667	0
135	30	0.501333	0.507	0.907667	0
135	31	0.501667	0.505333	0.905	0
135	32	0.501	0.509	0.91	0
135	33	0.500333	0.511	0.912333	0
135	34	0.500333	0.512	0.915333	0
135	35	0.500667	0.505667	0.905667	0
135	36	0.501	0.510667	0.912333	0
135	37	0.500667	0.509667	0.910667	0
135	38	0.501333	0.508	0.909333	1
135	39	0.500667	0.511667	0.915333	0
135	40	0.501333	0.509667	0.911	0
135	41	0.501	0.507667	0.907667	0
135	42	0.500333	0.506333	0.905	0
135	43	0.500667	0.504667	0.902	0
135	44	0.500667	0.510667	0.911667	0
135	45	0.500333	0.505667	0.904	0
135	46	0.501	0.511	0.914	0
135	47	0.501667	0.506333	0.907	0
135	48	0.500667	0.502333	0.891	0
135	49	0.501333	0.502667	0.892667	0
135	50	0.500333	0.510667	0.91	0
135	51	0.5	0.504333	0.896667	0
135	52	0.501	0.512333	0.916333	0
135	53	0.501333	0.510333	0.912	0
135	54	0.500333	0.509333	0.909333	0
135	55	0.500667	0.511333	0.915	0
135	56	0.500667	0.509	0.908333	0
135	57	0.500333	0.506	0.904667	0
136	1	0.5	0.505	0.823333	0
136	2	0.5	0.504333	0.822667	0
136	3	0.5	0.502333	0.813333	0
136	4	0.500667	0.501667	0.811	0
136	5	0.5	0.523667	0.850333	0
136	6	0.500333	0.531333	0.869	0
136	7	0.500333	0.520667	0.852333	0
136	8	0.503	0.519	0.852667	0
136	9	0.500333	0.519667	0.850667	0
136	10	0.500333	0.504	0.836333	0
136	11	0.503667	0.519667	0.856	0
136	12	0.503	0.52	0.856667	0
136	13	0.500667	0.504333	0.837333	0
136	14	0.502333	0.519	0.852333	0
136	15	0.500333	0.535	0.874333	0
136	16	0.503	0.519333	0.854	0
136	17	0.500333	0.523333	0.862	0
136	18	0.500333	0.509667	0.847667	0
136	19	0.501667	0.529333	0.870667	0
136	20	0.500333	0.521333	0.853333	0
136	21	0.502	0.53	0.872333	0
136	22	0.500333	0.525333	0.866333	0
136	23	0.500667	0.505667	0.842	0
136	24	0.501	0.529667	0.87	0
136	25	0.501333	0.506667	0.845333	0
136	26	0.501333	0.522333	0.861	0
136	27	0.502333	0.519333	0.853333	0
136	28	0.501667	0.504667	0.840667	0
136	29	0.500333	0.507	0.842667	0
136	30	0.501	0.508	0.848333	0
136	31	0.501333	0.523	0.864667	0
136	32	0.500333	0.532667	0.871333	0
136	33	0.503	0.519667	0.854667	0
136	34	0.501	0.523	0.862	0
136	35	0.500333	0.504667	0.836667	0
136	36	0.501333	0.504667	0.840333	0
136	37	0.500667	0.525	0.866667	0
136	38	0.503667	0.519333	0.854667	0
136	39	0.500333	0.524667	0.864667	0
136	40	0.500667	0.507	0.844667	0
136	41	0.502	0.519667	0.853667	0
136	42	0.501667	0.521333	0.859667	0
136	43	0.501	0.506333	0.844333	0
136	44	0.502333	0.529667	0.872667	0
136	45	0.500667	0.509333	0.847667	0
136	46	0.500667	0.502333	0.829	0
