Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FiveWayAcc	Best
221	106	0.500333	0.516333	0.892	0
221	107	0.500667	0.516	0.892333	0
221	108	0.501	0.505333	0.867333	0
221	109	0.501667	0.518667	0.896	0
222	1	0.5	0.508	0.881667	0
222	2	0.5	0.507333	0.881333	0
222	3	0.500333	0.503667	0.866	0
222	4	0.500333	0.510667	0.899333	0
222	5	0.500667	0.504333	0.877667	0
222	6	0.500333	0.505	0.881667	0
222	7	0.500667	0.505	0.882	0
222	8	0.501	0.504667	0.879333	0
222	9	0.500333	0.506	0.887	0
222	10	0.500333	0.503333	0.865	0
222	11	0.500333	0.509333	0.896667	0
222	12	0.5	0.506333	0.877667	0
222	13	0.500333	0.504333	0.876333	0
222	14	0.500333	0.502667	0.814333	0
222	15	0.500333	0.507	0.891667	0
222	16	0.500333	0.508333	0.895	0
222	17	0.500333	0.511	0.903	0
222	18	0.501	0.507667	0.895333	0
222	19	0.500667	0.502333	0.815	0
222	20	0.501	0.507333	0.895	0
222	21	0.500667	0.503667	0.876667	0
222	22	0.501333	0.508667	0.900333	0
222	23	0.500667	0.511333	0.905	0
222	24	0.501333	0.511	0.906333	0
222	25	0.501	0.510333	0.903333	0
222	26	0.501667	0.509	0.902	0
222	27	0.501667	0.510667	0.906333	0
222	28	0.501	0.51	0.903	0
222	29	0.500667	0.509333	0.901333	0
222	30	0.501	0.506333	0.888	0
222	31	0.501	0.505	0.882333	0
222	32	0.500333	0.502	0.812667	0
222	33	0.501	0.510667	0.905333	0
222	34	0.500333	0.51	0.897	0
222	35	0.500667	0.505667	0.882667	0
222	36	0.501667	0.509333	0.902667	0
222	37	0.500667	0.507	0.894333	0
222	38	0.500667	0.504667	0.879	0
222	39	0.500333	0.505333	0.882	0
222	40	0.501667	0.506333	0.890667	0
222	41	0.501	0.511667	0.906333	0
222	42	0.501333	0.508333	0.899333	0
222	43	0.501333	0.508	0.897667	0
222	44	0.500333	0.508	0.894	0
222	45	0.501333	0.509	0.901667	0
222	46	0.501333	0.511333	0.906667	0
222	47	0.500333	0.508667	0.895667	0
222	48	0.500667	0.511	0.904333	0
222	49	0.500333	0.507333	0.892333	0
222	50	0.501	0.508333	0.897667	0
222	51	0.501	0.508667	0.898667	0
222	52	0.501	0.511	0.905667	0
222	53	0.501	0.505333	0.883	0
222	54	0.501	0.509	0.901333	0
222	55	0.501333	0.506333	0.889333	0
222	56	0.501333	0.511667	0.907	0
222	57	0.500333	0.506667	0.891	0
222	58	0.500667	0.508667	0.897333	0
222	59	0.501	0.506667	0.894333	0
222	60	0.501333	0.509667	0.902333	0
222	61	0.501333	0.510667	0.906	0
222	62	0.500667	0.510667	0.903	0
222	63	0.501333	0.510333	0.905333	1
222	64	0.500333	0.507667	0.893	0
222	65	0.501	0.509333	0.901667	0
222	66	0.500667	0.508333	0.896667	0
222	67	0.501	0.508	0.896	0
223	1	0.500333	0.504	0.865667	0
223	2	0.5	0.506	0.878	0
223	3	0.500333	0.507333	0.892	0
223	4	0.500667	0.507333	0.895667	0
223	5	0.501333	0.505667	0.891	0
223	6	0.500333	0.507667	0.893333	0
223	7	0.500333	0.507	0.89	0
223	8	0.500667	0.507	0.894333	0
223	9	0.500333	0.508333	0.896	0
223	10	0.501	0.504667	0.883	0
223	11	0.501	0.502	0.854	0
223	12	0.500333	0.508667	0.9	0
223	13	0.500333	0.508	0.895667	0
223	14	0.500667	0.502667	0.854333	0
223	15	0.501	0.505667	0.890333	0
223	16	0.501	0.502667	0.855667	0
223	17	0.501	0.508333	0.900667	0
223	18	0.501333	0.505333	0.89	0
223	19	0.501333	0.503	0.863667	0
223	20	0.500333	0.502333	0.846	0
223	21	0.500333	0.505	0.883	0
223	22	0.501	0.503	0.863	0
223	23	0.500333	0.501333	0.750333	0
223	24	0.500667	0.505667	0.888	0
223	25	0.500667	0.503333	0.865333	0
223	26	0.500667	0.502333	0.854	0
223	27	0.500333	0.503333	0.86	0
223	28	0.500333	0.506667	0.887333	0
223	29	0.500667	0.51	0.904333	0
223	30	0.500333	0.502667	0.847	0
223	31	0.500667	0.507667	0.896333	0
223	32	0.501667	0.508667	0.902	0
223	33	0.502333	0.509333	0.904333	0
223	34	0.500667	0.504667	0.881	0
223	35	0.501	0.505	0.888	0
223	36	0.500333	0.51	0.903	0
223	37	0.500333	0.505667	0.887	0
223	38	0.500333	0.502	0.751	0
223	39	0.500667	0.508	0.896667	0
223	40	0.501	0.504333	0.88	0
223	41	0.501	0.509333	0.904	0
223	42	0.501	0.504	0.879667	0
223	43	0.501	0.509667	0.904333	0
223	44	0.500667	0.509	0.902667	0
223	45	0.500333	0.509667	0.902667	0
223	46	0.501	0.508667	0.901667	0
223	47	0.500667	0.504333	0.878667	0
223	48	0.502	0.508	0.898333	0
223	49	0.500667	0.505333	0.884333	0
223	50	0.502	0.51	0.905667	0
223	51	0.500667	0.509333	0.903	0
223	52	0.501333	0.507	0.896	0
223	53	0.500667	0.502	0.752	0
223	54	0.500667	0.509667	0.904	0
223	55	0.500333	0.509333	0.901667	0
223	56	0.501	0.509	0.903667	1
223	57	0.502	0.511333	0.906333	0
223	58	0.501	0.507333	0.897333	0
223	59	0.500667	0.503667	0.866333	0
223	60	0.501333	0.502667	0.856667	0
223	61	0.501333	0.510333	0.905333	0
223	62	0.501	0.502333	0.854333	0
223	63	0.501667	0.511667	0.905667	0
224	1	0.500333	0.503	0.848667	0
224	2	0.500667	0.508	0.884	0
224	3	0.501	0.504667	0.871	0
224	4	0.500667	0.507667	0.883333	0
224	5	0.501	0.503333	0.85	0
224	6	0.500333	0.507	0.881333	0
224	7	0.501	0.507667	0.886333	0
224	8	0.501333	0.507667	0.887333	0
224	9	0.502333	0.505667	0.876667	0
224	10	0.500333	0.521	0.892667	0
224	11	0.500333	0.508667	0.887667	0
224	12	0.500333	0.508333	0.886	0
224	13	0.500667	0.506333	0.88	0
224	14	0.501667	0.507667	0.888333	0
224	15	0.500333	0.505667	0.870667	0
224	16	0.500333	0.504667	0.862667	0
224	17	0.501333	0.503333	0.850333	0
224	18	0.500667	0.503667	0.85	0
224	19	0.501667	0.507333	0.886	0
224	20	0.502	0.507	0.884	0
224	21	0.500333	0.507667	0.882	0
224	22	0.502333	0.517	0.895333	0
224	23	0.500667	0.505	0.874333	0
224	24	0.500667	0.504667	0.869667	0
224	25	0.501333	0.505667	0.876333	0
224	26	0.501333	0.508333	0.89	0
224	27	0.500667	0.51	0.891333	0
224	28	0.501667	0.505333	0.875667	0
224	29	0.500333	0.505333	0.866333	0
224	30	0.500333	0.51	0.888	0
224	31	0.501	0.509667	0.891667	0
224	32	0.501333	0.507333	0.885667	0
224	33	0.500667	0.506	0.876	0
224	34	0.501	0.506333	0.881667	0
224	35	0.501	0.507	0.882333	0
224	36	0.501	0.508333	0.889333	0
224	37	0.501333	0.51	0.892	0
224	38	0.500667	0.518	0.894	0
224	39	0.501333	0.506667	0.883	0
224	40	0.501	0.509333	0.891333	0
224	41	0.502	0.51	0.892333	0
224	42	0.501	0.518667	0.895	0
224	43	0.501333	0.517667	0.894667	0
224	44	0.502	0.517667	0.895667	0
224	45	0.501	0.504333	0.862333	0
224	46	0.500667	0.505333	0.875	0
224	47	0.500667	0.517333	0.892667	0
224	48	0.500667	0.506667	0.882	0
224	49	0.501667	0.509	0.891667	1
224	50	0.501	0.507333	0.885333	0
224	51	0.501	0.518333	0.894667	0
224	52	0.502	0.517	0.893667	0
224	53	0.501	0.516333	0.893	0
224	54	0.501333	0.508667	0.890667	0
224	55	0.500667	0.508667	0.888333	0
224	56	0.501	0.506	0.880333	0
224	57	0.500667	0.509	0.890333	0
224	58	0.501	0.518	0.894333	0
224	59	0.501	0.508	0.887667	0
224	60	0.502	0.509333	0.892	0
224	61	0.500667	0.508333	0.886333	0
224	62	0.502	0.517333	0.894333	0
224	63	0.501	0.505667	0.875333	0
224	64	0.500667	0.517667	0.893667	0
224	65	0.501333	0.517333	0.894	0
224	66	0.501	0.504	0.861	0
224	67	0.500667	0.517	0.891667	0
224	68	0.500333	0.517333	0.891667	0
224	69	0.501	0.516	0.892	0
225	1	0.5	0.506333	0.824	0
225	2	0.500333	0.502667	0.820333	0
225	3	0.501	0.508667	0.875	0
225	4	0.500333	0.509667	0.875	0
225	5	0.500333	0.509	0.873667	0
225	6	0.500333	0.513667	0.877333	0
225	7	0.501	0.503	0.826333	0
225	8	0.501667	0.507333	0.871667	0
225	9	0.500667	0.509333	0.876667	0
225	10	0.500333	0.51	0.877	0
225	11	0.502667	0.52	0.889	0
225	12	0.500667	0.519333	0.885	0
225	13	0.501	0.521	0.889333	0
225	14	0.501667	0.509667	0.879333	0
225	15	0.500667	0.502667	0.824333	0
225	16	0.501333	0.520667	0.889333	0
225	17	0.500333	0.503333	0.828333	0
225	18	0.500333	0.518667	0.881333	0
225	19	0.501	0.512667	0.881333	0
225	20	0.500333	0.506667	0.861	0
225	21	0.500667	0.508667	0.874667	0
225	22	0.500667	0.504333	0.855	0
225	23	0.501333	0.519	0.886	0
225	24	0.501	0.502667	0.824667	0
225	25	0.501667	0.504333	0.856333	0
225	26	0.500667	0.504	0.854333	0
225	27	0.501	0.505667	0.861667	0
225	28	0.501	0.503667	0.854	0
225	29	0.501	0.510667	0.881	0
225	30	0.500333	0.519	0.882	0
225	31	0.501	0.507667	0.872333	0
225	32	0.501	0.507	0.867	0
225	33	0.500333	0.506333	0.860667	0
225	34	0.500667	0.507333	0.869667	0
225	35	0.500667	0.520333	0.887333	0
225	36	0.500333	0.508667	0.872667	0
225	37	0.500667	0.524	0.889667	0
225	38	0.502	0.509	0.878667	0
225	39	0.502	0.51	0.880667	0
225	40	0.501	0.519	0.885667	0
225	41	0.500667	0.504667	0.855333	0
225	42	0.501333	0.504	0.855667	0
225	43	0.500667	0.518667	0.881667	0
225	44	0.500667	0.508	0.872667	0
225	45	0.501333	0.507333	0.870667	0
225	46	0.501	0.513	0.882333	0
225	47	0.501667	0.522333	0.891333	0
225	48	0.501333	0.518667	0.885667	0
225	49	0.502	0.510333	0.881333	0
225	50	0.502	0.514333	0.884667	0
225	51	0.500333	0.503667	0.853	0
225	52	0.500333	0.505667	0.859333	0
225	53	0.500667	0.506	0.861333	0
225	54	0.500667	0.519667	0.886	0
225	55	0.500333	0.524	0.887333	0
225	56	0.504	0.523	0.894667	0
225	57	0.500667	0.503	0.825667	0
225	58	0.501	0.518667	0.885333	0
225	59	0.500333	0.506	0.86	0
225	60	0.500667	0.51	0.878667	0
225	61	0.501667	0.505	0.859333	0
225	62	0.502	0.518333	0.886	0
225	63	0.500333	0.520333	0.885333	0
225	64	0.501333	0.506333	0.863	0
225	65	0.501	0.51	0.879667	0
225	66	0.501333	0.520333	0.888333	0
225	67	0.500667	0.505333	0.858667	0
225	68	0.501	0.510333	0.88	0
225	69	0.501333	0.505	0.858667	0
225	70	0.501667	0.521333	0.891	0
225	71	0.500333	0.508	0.871667	0
225	72	0.501333	0.523333	0.892333	0
225	73	0.500333	0.524667	0.888	0
225	74	0.500667	0.505	0.855667	0
225	75	0.501333	0.515	0.885	0
225	76	0.501	0.505	0.858	0
225	77	0.502333	0.514	0.884667	0
225	78	0.501333	0.509	0.878333	0
225	79	0.503	0.523667	0.896333	0
225	80	0.501333	0.521667	0.890667	0
225	81	0.500333	0.519333	0.882333	0
225	82	0.501	0.519333	0.886667	0
225	83	0.501	0.504667	0.855667	0
225	84	0.502333	0.519	0.888	0
225	85	0.501667	0.510667	0.881333	0
225	86	0.501667	0.513	0.884	0
225	87	0.501667	0.513333	0.884333	0
225	88	0.501	0.505333	0.859	0
225	89	0.501333	0.509667	0.878667	0
225	90	0.500333	0.503	0.823333	0
225	91	0.501333	0.503333	0.853667	0
225	92	0.501667	0.508667	0.877667	0
225	93	0.501333	0.524	0.893333	0
225	94	0.501667	0.515667	0.885333	0
225	95	0.502333	0.512	0.883333	0
225	96	0.501333	0.504667	0.856333	0
225	97	0.501333	0.508	0.873	0
225	98	0.501	0.504	0.854667	0
225	99	0.501	0.515	0.884	0
225	100	0.500667	0.507667	0.871667	0
225	101	0.502333	0.523667	0.894	0
225	102	0.502	0.506667	0.863333	0
225	103	0.500667	0.510667	0.880333	0
225	104	0.500667	0.511667	0.881	0
225	105	0.501333	0.508667	0.877	0
225	106	0.503667	0.513	0.885	1
225	107	0.501333	0.514	0.884333	0
225	108	0.501	0.503333	0.850667	0
225	109	0.501667	0.523667	0.892667	0
225	110	0.501	0.524	0.891667	0
225	111	0.502333	0.522333	0.893667	0
225	112	0.502	0.522667	0.892667	0
225	113	0.501333	0.505333	0.861	0
225	114	0.500667	0.511333	0.880667	0
225	115	0.501667	0.511	0.883	0
225	116	0.500667	0.523333	0.887667	0
225	117	0.502333	0.51	0.881333	0
225	118	0.500667	0.509667	0.877333	0
225	119	0.501	0.506667	0.862333	0
225	120	0.501	0.509	0.877	0
225	121	0.502667	0.519333	0.888333	0
225	122	0.501333	0.513333	0.884	0
225	123	0.501	0.508333	0.873	0
225	124	0.500667	0.509	0.876	0
225	125	0.500667	0.507	0.866333	0
225	126	0.501	0.506333	0.862	0
225	127	0.501667	0.521	0.89	0
225	128	0.502667	0.523333	0.895667	0
225	129	0.501667	0.508333	0.877	0
225	130	0.501	0.519667	0.888	0
225	131	0.501333	0.522667	0.891667	0
226	1	0.501	0.502667	0.830333	0
226	2	0.500667	0.502333	0.755667	0
226	3	0.500333	0.504333	0.843	0
226	4	0.500667	0.503	0.831667	0
226	5	0.501	0.506667	0.872333	0
226	6	0.500333	0.502667	0.828667	0
226	7	0.500333	0.509667	0.881667	0
226	8	0.501	0.505333	0.869	0
226	9	0.501	0.506333	0.870667	0
226	10	0.501	0.505	0.867	0
226	11	0.501	0.503333	0.840667	0
226	12	0.501333	0.503333	0.841333	0
226	13	0.500667	0.504667	0.865333	0
226	14	0.500667	0.505667	0.869333	0
226	15	0.500333	0.503	0.831	0
226	16	0.500667	0.508667	0.881667	0
226	17	0.501	0.504	0.843667	0
226	18	0.500333	0.510667	0.883333	0
226	19	0.500667	0.504	0.843	0
226	20	0.500333	0.504	0.842667	0
226	21	0.500333	0.508	0.877667	0
226	22	0.501333	0.506667	0.872667	0
226	23	0.500333	0.505333	0.865	0
226	24	0.500667	0.506	0.869667	0
226	25	0.500667	0.503667	0.842	0
226	26	0.501333	0.507	0.874	0
226	27	0.500667	0.507667	0.879333	0
226	28	0.500333	0.505	0.864333	0
226	29	0.500333	0.518	0.889333	0
226	30	0.502	0.511	0.887667	0
226	31	0.502	0.517333	0.893333	0
226	32	0.500333	0.517667	0.888667	0
226	33	0.500667	0.509	0.882333	0
226	34	0.500667	0.507333	0.878333	0
226	35	0.500333	0.504667	0.843333	0
226	36	0.500667	0.509333	0.882667	0
226	37	0.501333	0.508667	0.882333	0
226	38	0.500667	0.506667	0.871667	0
226	39	0.500667	0.507	0.872667	0
226	40	0.501667	0.509	0.883	0
226	41	0.500333	0.51	0.882333	0
226	42	0.501	0.511	0.886333	0
226	43	0.502	0.511333	0.888	0
226	44	0.501	0.511333	0.887333	0
226	45	0.501	0.517667	0.892	0
226	46	0.501	0.519	0.892667	0
226	47	0.500333	0.509333	0.880667	0
226	48	0.501667	0.512333	0.89	1
226	49	0.500667	0.517	0.888333	0
226	50	0.501333	0.51	0.885333	0
226	51	0.500667	0.51	0.883	0
226	52	0.501667	0.509333	0.884667	0
226	53	0.503667	0.518667	0.895	0
226	54	0.501333	0.517333	0.892333	0
226	55	0.500667	0.517667	0.891	0
226	56	0.500333	0.506333	0.868333	0
226	57	0.501	0.517	0.890333	0
226	58	0.501667	0.517667	0.893	0
226	59	0.502	0.517	0.892333	0
226	60	0.501333	0.518667	0.894	0
226	61	0.501667	0.519333	0.894333	0
226	62	0.501	0.507667	0.88	0
226	63	0.501333	0.509667	0.884667	0
226	64	0.501333	0.517	0.891333	0
226	65	0.501	0.516667	0.889	0
226	66	0.501333	0.511667	0.887667	0
226	67	0.501333	0.509333	0.883333	0
226	68	0.502333	0.516333	0.891667	0
226	69	0.501333	0.510667	0.885667	0
226	70	0.502	0.516667	0.891333	0
226	71	0.500667	0.505	0.866333	0
226	72	0.500667	0.511	0.885667	0
226	73	0.501	0.509667	0.883333	0
226	74	0.503	0.518333	0.894667	0
226	75	0.501	0.504333	0.844	0
226	76	0.501667	0.511	0.887	0
226	77	0.502333	0.511333	0.888333	0
226	78	0.501	0.509333	0.883	0
226	79	0.500333	0.507	0.871333	0
226	80	0.501333	0.509	0.882667	0
226	81	0.502	0.510333	0.886	0
226	82	0.500667	0.517333	0.890667	0
226	83	0.501333	0.512333	0.889	0
226	84	0.501	0.51	0.883667	0
226	85	0.501667	0.511667	0.888667	0
226	86	0.501333	0.511	0.886667	0
226	87	0.502	0.517667	0.894333	0
226	88	0.503	0.517333	0.894	0
226	89	0.500667	0.511667	0.886333	0
226	90	0.501	0.517333	0.891	0
226	91	0.502	0.516333	0.890333	0
226	92	0.500667	0.510667	0.885333	0
226	93	0.501333	0.513	0.889333	0
227	1	0.500333	0.503333	0.833333	0
227	2	0.500333	0.504667	0.854667	0
227	3	0.500333	0.504	0.839667	0
227	4	0.500667	0.501667	0.797667	0
227	5	0.501	0.503333	0.839	0
227	6	0.500667	0.505	0.859667	0
227	7	0.501667	0.504667	0.86	0
227	8	0.500333	0.507	0.869	0
227	9	0.500333	0.515	0.878667	0
227	10	0.500333	0.508667	0.873	0
227	11	0.500333	0.506333	0.866333	0
227	12	0.501	0.503667	0.855667	0
227	13	0.500333	0.510333	0.877333	0
227	14	0.500667	0.515333	0.883667	0
227	15	0.500667	0.51	0.878667	0
227	16	0.500333	0.509667	0.876667	0
227	17	0.501333	0.505667	0.872333	0
227	18	0.500333	0.508	0.871667	0
227	19	0.501	0.508	0.875333	0
227	20	0.502	0.513	0.882333	0
227	21	0.501667	0.504333	0.859667	0
227	22	0.501	0.502667	0.834	0
227	23	0.501	0.507667	0.875	0
227	24	0.502333	0.508	0.878	0
227	25	0.500667	0.507667	0.873	0
227	26	0.502	0.509	0.879667	0
227	27	0.500667	0.504333	0.856667	0
227	28	0.500333	0.502667	0.802	0
227	29	0.502333	0.507	0.875	0
227	30	0.500667	0.516333	0.884667	0
227	31	0.501333	0.502	0.807	0
227	32	0.502667	0.513	0.882667	0
227	33	0.501333	0.503	0.836	0
227	34	0.501333	0.509667	0.880667	0
227	35	0.501	0.506333	0.873333	0
227	36	0.501667	0.515667	0.886	0
227	37	0.502	0.507667	0.877333	0
227	38	0.501333	0.505	0.869667	0
227	39	0.501	0.508333	0.875667	0
227	40	0.502667	0.507667	0.877667	0
227	41	0.500333	0.505333	0.861	0
227	42	0.501333	0.515667	0.885667	0
227	43	0.501	0.506	0.872	0
227	44	0.501333	0.504333	0.859333	0
227	45	0.500667	0.505333	0.868667	0
227	46	0.502333	0.516	0.886667	0
227	47	0.501667	0.513	0.881667	0
227	48	0.502	0.508333	0.878333	0
227	49	0.500667	0.509667	0.877667	0
227	50	0.501	0.515	0.884667	0
227	51	0.501	0.502333	0.806667	0
227	52	0.501	0.505	0.869	0
227	53	0.500667	0.503	0.831333	0
227	54	0.501667	0.509	0.878667	0
227	55	0.502	0.514	0.884	0
227	56	0.502667	0.514	0.884667	0
227	57	0.500667	0.511333	0.880333	0
227	58	0.502333	0.516333	0.887	0
227	59	0.501667	0.508	0.876667	0
227	60	0.500667	0.504	0.855	0
227	61	0.501667	0.517333	0.887	0
227	62	0.501333	0.51	0.881333	1
227	63	0.501	0.509	0.876667	0
227	64	0.502	0.508	0.877667	0
227	65	0.501	0.504333	0.859	0
227	66	0.501	0.516667	0.885	0
227	67	0.501667	0.507333	0.875667	0
227	68	0.501	0.509333	0.880333	0
227	69	0.500667	0.508667	0.873667	0
227	70	0.500667	0.507333	0.872333	0
227	71	0.501	0.505333	0.871	0
227	72	0.501667	0.513333	0.882	0
227	73	0.501333	0.506	0.872667	0
227	74	0.502333	0.513333	0.882667	0
227	75	0.502	0.515	0.885667	0
227	76	0.501667	0.508667	0.878	0
227	77	0.501667	0.514333	0.884	0
227	78	0.501333	0.514667	0.885	0
227	79	0.502	0.517	0.887333	0
227	80	0.501333	0.507667	0.876333	0
227	81	0.501667	0.517	0.886667	0
227	82	0.501333	0.507	0.874	0
227	83	0.502	0.514667	0.885333	0
227	84	0.500667	0.508333	0.873333	0
227	85	0.502333	0.514333	0.885333	0
227	86	0.501333	0.514333	0.883333	0
227	87	0.500667	0.503667	0.842333	0
227	88	0.502667	0.512667	0.881667	0
227	89	0.502667	0.513667	0.883	0
227	90	0.502667	0.514667	0.887333	0
227	91	0.503	0.514333	0.886667	0
227	92	0.502333	0.514667	0.886333	0
228	1	0.5	0.504	0.830667	0
228	2	0.5	0.510667	0.873	0
228	3	0.500667	0.505667	0.879	0
228	4	0.500333	0.504333	0.870333	0
228	5	0.500667	0.508	0.888667	0
228	6	0.500667	0.509	0.894	0
228	7	0.502	0.508	0.892333	0
228	8	0.500333	0.503667	0.866667	0
228	9	0.500333	0.506667	0.881667	0
228	10	0.500667	0.502333	0.819333	0
228	11	0.501	0.511667	0.900667	0
228	12	0.501	0.505333	0.877667	0
228	13	0.501	0.502333	0.821	0
228	14	0.500333	0.508333	0.887667	0
228	15	0.501	0.506	0.879667	0
228	16	0.502333	0.512	0.901333	0
228	17	0.500667	0.503667	0.867333	0
228	18	0.501	0.508667	0.893667	0
228	19	0.501333	0.508	0.892	0
228	20	0.501667	0.507667	0.891667	0
228	21	0.500333	0.514	0.900333	0
228	22	0.500667	0.504	0.869333	0
228	23	0.501	0.504	0.872	0
228	24	0.500333	0.506	0.878333	0
228	25	0.500333	0.507	0.882667	0
228	26	0.500333	0.504667	0.870667	0
228	27	0.500667	0.502667	0.824	0
228	28	0.501333	0.510333	0.899667	0
228	29	0.501333	0.511333	0.900333	0
228	30	0.500333	0.513667	0.899	0
228	31	0.500667	0.509667	0.896667	0
228	32	0.501	0.512667	0.901	0
228	33	0.500667	0.504333	0.872333	0
228	34	0.501667	0.507	0.889	0
228	35	0.502	0.508333	0.894	0
228	36	0.500667	0.505333	0.876667	0
228	37	0.501	0.513333	0.903333	0
228	38	0.501333	0.511	0.9	0
228	39	0.501	0.505	0.873333	0
228	40	0.501333	0.513	0.903333	0
228	41	0.500333	0.504	0.867667	0
228	42	0.501	0.507	0.884	0
228	43	0.501	0.507667	0.887333	0
228	44	0.501667	0.507333	0.891333	0
228	45	0.501333	0.509667	0.899	1
228	46	0.500333	0.509667	0.895333	0
228	47	0.501333	0.507333	0.888	0
228	48	0.501	0.509	0.895333	0
228	49	0.501667	0.508333	0.893667	0
228	50	0.501333	0.505	0.876	0
228	51	0.500667	0.504667	0.872667	0
228	52	0.500667	0.510333	0.899	0
228	53	0.501	0.513	0.902667	0
228	54	0.500667	0.507667	0.887	0
228	55	0.501	0.508333	0.892	0
228	56	0.501333	0.51	0.899333	0
228	57	0.501333	0.507667	0.891333	0
228	58	0.501333	0.508333	0.892667	0
228	59	0.501333	0.508667	0.894	0
228	60	0.500333	0.503333	0.866	0
228	61	0.501	0.51	0.899	0
228	62	0.501	0.509333	0.898333	0
228	63	0.500333	0.513333	0.898333	0
228	64	0.501333	0.507	0.887	0
228	65	0.502	0.506667	0.888	0
228	66	0.501333	0.513667	0.903667	0
228	67	0.500667	0.513333	0.902667	0
228	68	0.501667	0.510667	0.9	0
228	69	0.501667	0.512667	0.902667	0
228	70	0.501333	0.512667	0.901667	0
228	71	0.501667	0.512333	0.902	0
228	72	0.500667	0.508333	0.891667	0
229	1	0.5	0.512	0.707	0
229	2	0.5	0.516	0.837667	0
229	3	0.501	0.506	0.855333	0
229	4	0.500333	0.504333	0.838667	0
229	5	0.500333	0.504667	0.839333	0
229	6	0.500667	0.502	0.642333	0
229	7	0.501333	0.505333	0.851667	0
229	8	0.500333	0.503333	0.83	0
229	9	0.501	0.510667	0.867333	0
229	10	0.500333	0.508333	0.862333	0
229	11	0.500333	0.508667	0.863667	0
229	12	0.501	0.512	0.872667	0
229	13	0.501333	0.511667	0.872333	0
229	14	0.500667	0.511667	0.870333	0
229	15	0.500333	0.511333	0.864333	0
229	16	0.501	0.503667	0.84	0
229	17	0.501333	0.512	0.873333	0
229	18	0.500333	0.503	0.662333	0
229	19	0.500667	0.503	0.829333	0
229	20	0.500667	0.513333	0.878	0
229	21	0.501333	0.512667	0.877	1
229	22	0.500667	0.503667	0.839667	0
229	23	0.501333	0.510333	0.867667	0
229	24	0.500333	0.512	0.870667	0
229	25	0.500667	0.502667	0.660667	0
229	26	0.502333	0.506667	0.859	0
229	27	0.500667	0.513667	0.878333	0
229	28	0.501333	0.508667	0.865	0
229	29	0.500667	0.512	0.872	0
229	30	0.501667	0.514667	0.879333	0
229	31	0.501	0.509667	0.866	0
229	32	0.501	0.508667	0.864667	0
229	33	0.501	0.505333	0.85	0
229	34	0.501	0.504333	0.842333	0
229	35	0.500667	0.513	0.876	0
229	36	0.500667	0.507	0.86	0
229	37	0.501	0.508333	0.864333	0
229	38	0.501667	0.507667	0.864	0
229	39	0.500667	0.505333	0.849333	0
229	40	0.500667	0.511	0.868667	0
229	41	0.501	0.511	0.870667	0
229	42	0.500333	0.507333	0.859	0
229	43	0.500667	0.510667	0.865667	0
229	44	0.500667	0.508667	0.864	0
229	45	0.501333	0.513	0.877667	0
229	46	0.501333	0.510667	0.869667	0
229	47	0.500667	0.504333	0.841333	0
229	48	0.501	0.510333	0.867	0
229	49	0.501	0.511667	0.871333	0
229	50	0.500667	0.507333	0.862333	0
229	51	0.501	0.505667	0.855	0
229	52	0.501	0.504	0.840333	0
229	53	0.502	0.511667	0.873	0
229	54	0.501667	0.508667	0.866	0
229	55	0.500333	0.511	0.864	0
229	56	0.501333	0.515	0.879667	0
229	57	0.501333	0.511	0.871	0
229	58	0.501	0.509333	0.865333	0
229	59	0.502	0.508333	0.865667	0
229	60	0.500667	0.506667	0.857667	0
229	61	0.501	0.507667	0.863667	0
229	62	0.500333	0.512667	0.875	0
229	63	0.502333	0.506333	0.856	0
229	64	0.500667	0.505667	0.854	0
229	65	0.500667	0.502333	0.642667	0
229	66	0.501	0.513	0.876667	0
229	67	0.501333	0.504667	0.842667	0
229	68	0.500667	0.506333	0.855	0
229	69	0.500667	0.514333	0.879	0
229	70	0.501	0.515333	0.879333	0
229	71	0.501	0.502333	0.644	0
229	72	0.501667	0.505333	0.852	0
229	73	0.500667	0.508333	0.863333	0
229	74	0.501333	0.513667	0.878667	0
229	75	0.501333	0.508333	0.864667	0
229	76	0.502	0.508667	0.866333	0
229	77	0.501667	0.511333	0.871333	0
229	78	0.501333	0.508	0.864333	0
229	79	0.501667	0.508333	0.865	0
229	80	0.500667	0.507667	0.863	0
229	81	0.501	0.514	0.879	0
229	82	0.500333	0.514333	0.878667	0
230	1	0.500333	0.505667	0.863667	0
230	2	0.500333	0.502667	0.828	0
230	3	0.500333	0.502333	0.827	0
230	4	0.501333	0.505333	0.863333	0
230	5	0.501333	0.507	0.872667	0
230	6	0.500333	0.503	0.839	0
230	7	0.500333	0.509667	0.873333	0
230	8	0.500333	0.502	0.796	0
230	9	0.502	0.507	0.873	0
230	10	0.501	0.504667	0.859333	0
230	11	0.500667	0.504333	0.856	0
230	12	0.500667	0.505	0.860667	0
230	13	0.500333	0.51	0.881667	0
230	14	0.502667	0.506667	0.872333	0
230	15	0.503	0.508667	0.875667	0
230	16	0.501333	0.507667	0.873667	0
230	17	0.500667	0.507667	0.872333	0
230	18	0.501	0.505	0.862667	0
230	19	0.502667	0.505667	0.866667	0
230	20	0.500667	0.503333	0.845	0
230	21	0.501	0.511667	0.89	0
230	22	0.501	0.507667	0.872667	0
230	23	0.501333	0.504	0.846333	0
230	24	0.501333	0.505667	0.866	0
